,class,tweet
7923,1,Bad bitches is the only thing that i like
7924,1,Bad bitches is the only thing that like
7925,1,Bad bitches only
7926,1,Bad bitches only ... 
7927,1,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie
7928,1,"Bad chicks send em in.. Basic hoes toss em out, can't even get Waffle House.. Hating niggas chalk em out gone get the coffin out"
7929,1,Bad foreign bitch she a walkin Ferrari
7930,1,Bad lil bitch ain't never seen her
7931,1,Bad lil short fine bitch lil petite sumn
7932,1,Bae gotta bitch ; whoops ;
7933,1,Bae juss the new side bitch lingo u aint special hoe
7934,1,Bae made me deep fried Oreos ;
7935,2,Bags Bags that's that bag money trash bag black and it's filled up with money
7936,1,Bahaha omg ;;; this bitch is crazyyy . 
7937,2,"Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed; "
7938,0,Bald head bitches think it's their time to prosper !
7939,1,Ball is life? No bitch bench is life ;
7940,1,"Bands will make her dance , stamps will make her twerk , If Romney becomes president , these hoes will have to work."
7941,1,"Bang, bitch, you think I'm strange, bitch? It's bananas like a fucking rangatang bitch #vote5sos #EMABiggestFans1D"
7942,2,"Bank robber who wore zebra-print dress arrested, police say "
7943,2,Barkley is trash
7944,2,"Barry's (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A., punks chant F the police. "
7945,1,Barry's hoe Michelle is walking in now. Ugly beast she is. #SOTU
7946,2,Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.
7947,2,Baseball......... w/ for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp 
7948,1,Basic bitch no chill ;
7949,1,Basic bitches &amp; lame niggas &lt;
7950,1,Basic bitches everywhere
7951,1,Basic niggah in his basic clothing
7952,1,Basically saying that the pound doesn't belong to us and it's English... Greedy cunts
7953,1,"Basically, so...just do you. *shrugs* So if you're worried about being a ho or looking like one, good luck."
7954,2,Bathing Sphere: Suspended Orb Tub Not for Shy People #bathing #design #weird and yet #cool
7955,1,Bbl gonna go sob over gay bird babies.
7956,1,Bc I got too many bitches ;;;
7957,1,Be a dog to these bitches bt be a KING TO YA QUEEN '
7958,1,"Be a girl with a mind, a bitch with an attitude and a lady with class."
7959,2,"Be fearful of the wrath of God in a country where many mock Christianity, embrace perversion, abortion, and bows to PC/multiculturalism."
7960,1,Be mean or rude to my little sister again and I'll kick your ass. It applies to all of you little snooty bitches. K thanks.
7961,1,Be my backbone every nicca need a spine
7962,1,Be trippin when I call you hoe but bitch you know I talk like Dat! -- voice
7963,2,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
7964,1,"Bears game today bitches! Not to mention, lean and bud before the train ride lol :) #Goodday"
7965,1,Beat the pussy down like my nemesis
7966,1,Beat the pussy in so well her shit still hurting from a week ago
7967,1,Beat ya bitch pussy up every time I see her like a bully .. Then send her outta town wit 4 cookies
7968,2,Beautiful Fairy Elegant Dress 
7969,1,Because I had to accept being called a bitch every time I asserted myself. #YesAllWomen
7970,1,"Because I'd rather wear my hair long and have piercings, I'm a faggot that will never go anywhere in life."
7971,1,Because a nigguh but don't mean you're pussy is bomb
7972,1,"Because at your local insurance agency, the customer is ALWAYS our bitch. #itakeshitfromnoone ;"
7973,1,Because idk if your still tryna get with her again or not?... ; bitch i might be 
7974,2,"Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean"
7975,1,Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.
7976,1,Beefin ova bitches trade ya clip for Pom Poms
7977,2,Been Huntin hard and finally nailed her. Best wedding koozie I've ever seen. #redneck 
7978,1,Been a trill nicca since a Lil nicca
7979,1,"Been a while since it's just been me solo at the crib, feeling kinda lonely like a hoe"
7980,1,Been hooping all day tired than bitch
7981,1,Been schooling these bitches since 92';
7982,1,"Been sleeping toooooo much, fuck it ima enjoy it before i start working 2 jobs like a hoe haha"
7983,1,"Been told by a lot of people that I'm cool then a hoe, and that they don't understand why someone wouldn't like me"
7984,1,Beer ball isn't for pussies
7985,1,Before I let a pussy cut my hair I just will let it grow
7986,1,Before the madness with my single bitches. ; 
7987,1,"Behind every independent woman, is a pack of hating hoes"
7988,1,"Being a girl sucks. We have to deal with periods making us a bitch, shaving our legs on a daily basis, and worrying about what we eat."
7989,1,Being a hoe ain't cute #ijs
7990,1,Being a hoe is cute in 2014
7991,1,Being a sober soul just wasnt interesting.. bitch im living #5spmg #GGL 
7992,2,"Being coons ; At??? Y'all are amazing."";"
7993,1,Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend
7994,1,Believe in the heart of the cards bitch.
7995,1,Believe it or not hoes get boring after awhile
7996,1,Ben will gett ya some pussy.. ben will get ya some head!
7997,2,Bengals kicker trash.
7998,1,Benzino is a bitch point blank period
7999,1,"Besides my sisters, this is one of two bitches you will always catch me with. "
8000,2,Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom; 
8001,2,Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB
8002,2,Best rider? That goes to a blaxican.
8003,2,Bet Charlie Strong has contacted Ridley
8004,2,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg"
8005,1,Bet you ain't gone @ em tho..;; Na why OOMF just tweeted that ?;;;;;; &amp; she know ha pussy WACK
8006,1,Betta ask round these streets bitch bout Jay
8007,1,Better keep ya shit n line nicca ...
8008,1,Better nip that shit in the bud early.
8009,1,Better play your part bitch don't be a smart bitch cuz I might have a change of heart
8010,1,Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.
8011,0,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots 
8012,1,Beyonc; more of a hipster bitch wit no hips these days
8013,1,Big G-Day s/o to #FreeBoosie nicca lol!!!!!
8014,2,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
8015,2,"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? } Not going to happen Berg Bleat on. #mngop proud #stribpol #mnleg"
8016,2,"Big bird holds press conf claims ""he does not care for the letter f"""
8017,1,Big bitches be like ; Im Thick; yea bitch atound the midsection
8018,1,Big black bitches out here arguing
8019,1,"Big boobs = no ass No ass = big boobs Big boobs and big ass = ugly face Big boobs , big ass , pretty face = hoe."
8020,1,Big bro moose trying slide into these hoes DM's 
8021,1,Big greenmile tweetin ass nicca
8022,1,Big hair bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
8023,1,Big moe rn like a hoe haha yuhhhh
8024,2,Big night of ; #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller 
8025,1,Big ol pussy Harrington blocked me again
8026,1,Big thick pretty bitch
8027,1,Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard
8028,1,Biggie was and always will be the flyest cunt in rap. #biggie
8029,2,Bigots demand recount in #Idaho #gay rights ordinance referendum #tcot #teaparty #teabaggers #lgbt
8030,1,"Bij vraag wat is d naam van de engels des doods,dacht eerst Robert.Ik:Israel..uhm iets met Gargamel,hoe heet die kat ook al weer..oja Azrael"
8031,1,Biker gang looking ass bitches with titty tats. Foh sons of anarchy.
8032,1,Bill Cosby stealing pussy
8033,1,Bill Romanowski is still a cunt. Who saw that one coming.
8034,0,Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO bitch pick one. Fucking hate you. I know you proud but shit.
8035,1,Birthday today bitches and I gotta work :/
8036,1,Bitch I want my number back yo pussy mustard... oh yeah FUCK DAT BITCH TRUST ME! #DRO
8037,1,Bitch I'm not about to eat ya pussy all day long.. I got a life.
8038,1,"Bitch I'm the man that's right I said it, bitch I'm the man don't you forget it. ;"
8039,1,Bitch ain't u his lawyer y u thank ery body STFU kill dat bitch to
8040,1,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
8041,0,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk."
8042,1,"Bitch ass people are the first to call someone out for being a ""bitch"""
8043,1,Bitch bitch bitch
8044,1,"Bitch don't talk yo shit then, say you on papers when a bitch trinna get down ;;; you a straight FAG BITCH foe dat. Scary ass hoe."
8045,1,Bitch duck on whore ass slut cunt ha Biden it's Gucci. Tho whatever. Nigea 
8046,0,"Bitch fuck yo nigga, what's up with that pussy!!?!"
8047,1,Bitch fuk wat a hater gotta say .......brickk ent ya bitch 
8048,1,Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face
8049,1,Bitch i wouldn't eat yah pussy wit another nigga tongue
8050,1,Bitch just sucked my dick and tried to give me sugar bitch get out
8051,1,Bitch killa gone be dacing in that bitch cdfu
8052,1,Bitch nicca talmbout a mf 3peat....Df y'all ain't da Lakers
8053,1,Bitch shutcho got damn mouf hoe Mallett ain't gon help yo funky ass texans
8054,1,"Bitch you frooooontin, bitch you frooooontin. Lol"
8055,0,Bitch you're the ugliest cunt ever.
8056,1,"Bitch, you may have a million dollar body, but you got a dollar menu face and a four-piece nugget pussy, so you ain't worth shit."
8057,1,"Bitches ah have a baby &amp; be like ""don't claim my child"" bitch you good &amp; goddamn well ain't NOBODY claiming your creature ;;"
8058,1,Bitches ain't shit but hoes and tricks
8059,1,Bitches always like you got hoes.. I be like duhh I'm tryna make you one of em ;; nbs
8060,1,Bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? Iont want yall hoes
8061,1,"Bitches be 17 in the 9th grade talking about "" where my bae at ?"" No bitch , where ya credits at?"
8062,1,Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.
8063,0,Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that
8064,1,Bitches be in they feelings to much like live bitch
8065,1,"Bitches be like ""Keep Calm I'm Single""........... first of all bitch, nobody was hype"
8066,1,"Bitches be like ""New Avi &gt;&gt;"" and I'm just like bitch, your new avi is UGLY, your old avi was UGLY, bitch YOU ugly."
8067,1,Bitches be like I want something real ... And I be like I want a bitch with real hair but we can't always get what we want now can we lol
8068,1,Bitches be like im nt beefing over a niggah smh
8069,1,Bitches be like niggas ain't shit ... Naw bitch maybe you just ain't shit
8070,1,Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu
8071,1,"Bitches be screaming fuck they nigga, but get mad when another bitch fuck they nigga;"
8072,1,Bitches be sounding damnear retarded on tbh videos ;;; nbs
8073,1,"Bitches be tambout ""my party""..... no bitch, its everybody party...."
8074,1,Bitches be trying to squash all beef wen they find out they pregnant! Some hoes dont give a fuck!
8075,1,"Bitches be watching me from other bitches pages; THATS RIGHT BITCH , TEAM WORK ;;;"
8076,1,"Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player"
8077,1,Bitches bitches bitches
8078,1,Bitches can't fuck with my bitches they deadly
8079,1,Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.
